,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
Timestamp (uS),CH1,CH2,CH3,Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),
5,99,115,2719,
514,111,110,2731,
728,121,101,2728,
942,102,109,2726,
1147,109,107,2715,
1362,108,106,2720,
1560,127,112,2717,
1759,115,109,2729,
1957,112,109,2735,
2181,141,136,2712,
2379,109,109,2717,
2580,122,111,2708,
2778,109,110,2726,
2977,108,108,2727,
3182,125,105,2715,
3381,138,109,2729,
3581,102,111,2686,
3800,122,109,2702,
4006,124,107,2718,
4204,174,125,2713,
4403,101,108,2708,
4602,94,109,2718,
4800,112,108,2713,
5006,107,105,2700,
5205,109,107,2719,
5404,114,109,2712,
5602,105,111,2718,
5800,117,107,2714,
6006,132,107,2697,
6205,93,109,2681,
6404,119,108,2716,
6602,119,110,2696,
6801,100,109,2694,
7032,112,108,2713,
7231,94,111,2701,
7429,105,111,2699,
7628,103,108,2711,
7827,114,106,2697,
8032,105,103,2685,
8231,117,112,2703,
8429,116,111,2702,
8629,127,111,2683,
8827,103,109,2702,
9033,123,108,2687,
9231,110,122,2686,
9430,106,106,2681,
9629,108,111,2705,
9827,120,105,2701,
10033,174,111,2687,
10231,108,106,2699,
10430,116,108,2687,
10629,121,108,2700,
10828,109,111,2687,
11033,103,110,2683,
11232,115,105,2696,
11430,128,107,2695,
11629,143,110,2682,
11828,102,122,2695,
12033,111,97,2693,
12231,105,107,2697,
12430,118,107,2687,
12629,172,123,2687,
12828,97,107,2667,
13033,110,106,2692,
13231,108,111,2685,
13469,100,107,2699,
13668,118,116,2674,
13867,109,108,2675,
14073,103,107,2683,
14271,112,108,2663,
14470,112,104,2667,
14669,106,105,2684,
14867,123,112,2672,
15073,107,107,2681,
15272,119,109,2666,
15471,124,105,2666,
15670,103,103,2658,
15868,120,117,2675,
16074,100,111,2655,
16273,109,105,2675,
16471,110,109,2664,
16670,108,104,2658,
16869,115,110,2662,
17074,105,111,2671,
17273,119,107,2676,
17472,111,105,2653,
17671,100,114,2669,
17869,116,104,2670,
18074,139,106,2652,
18273,99,99,2665,
18472,102,103,2667,
18671,94,69,2663,
18869,105,104,2661,
19075,105,104,2654,
19273,119,103,2657,
19472,124,105,2661,
19671,111,108,2638,
19869,103,102,2647,
20075,115,104,2652,
20273,125,103,2644,
20472,109,103,2644,
20671,116,106,2659,
20869,120,103,2664,
21075,123,105,2635,
21273,103,105,2600,
21472,107,101,2652,
21671,118,124,2647,
21869,97,104,2633,
22074,117,106,2631,
22273,124,99,2636,
22472,94,102,2645,
22670,121,102,2638,
22869,103,101,2648,
23074,111,105,2646,
23273,110,105,2634,
23472,127,108,2633,
23671,95,103,2648,
23869,123,113,2644,
24075,87,92,2634,
24273,100,101,2624,
24472,100,106,2632,
24671,115,76,2634,
24869,121,105,2619,
25075,108,107,2619,
25273,112,107,2631,
25472,120,110,2628,
25671,115,109,2619,
25869,100,103,2583,
26074,79,102,2607,
26335,103,104,2613,
26534,101,106,2629,
26733,140,106,2630,
26931,107,104,2605,
27137,112,101,2624,
27336,139,75,2621,
27535,119,103,2612,
27733,111,104,2580,
27932,116,108,2614,
28137,125,100,2615,
28336,107,99,2603,
28535,104,107,2583,
28734,112,100,2621,
28932,104,106,2618,
29138,108,106,2599,
29336,110,99,2611,
29535,116,102,2600,
29734,95,91,2603,
29932,117,109,2601,
30138,115,103,2599,
30336,103,102,2600,
30534,119,102,2591,
30733,97,101,2605,
30932,125,104,2596,
31138,99,108,2605,
31336,127,106,2611,
31535,113,106,2586,
31734,113,106,2590,
31932,105,106,2591,
32138,113,105,2583,
32336,104,101,2606,
32535,112,99,2603,
32734,112,99,2596,
32932,116,98,2581,
33138,103,102,2596,
33337,121,105,2595,
33535,125,101,2579,
33734,101,106,2597,
33933,135,103,2591,
34138,122,103,2580,
34337,108,107,2569,
34535,120,106,2587,
34734,115,103,2567,
34933,115,101,2583,
35138,141,112,2587,
35337,112,103,2571,
35535,107,101,2587,
35734,140,104,2579,
35933,106,100,2568,
36138,111,101,2584,
36336,118,105,2572,
36535,99,98,2583,
36733,107,97,2552,
36933,115,101,2584,
37140,115,104,2580,
37341,110,98,2567,
37542,94,99,2564,
37743,105,101,2577,
37943,106,99,2574,
38150,115,101,2577,
38351,116,101,2575,
38552,116,100,2555,
38753,90,140,2578,
38953,92,104,2551,
39161,102,102,2579,
39362,104,98,2571,
39563,121,98,2550,
39764,88,100,2505,
39964,124,87,2565,
40172,119,100,2543,
40373,109,105,2547,
40574,126,97,2549,
40774,138,103,2540,
40975,100,97,2564,
41183,117,136,2554,
41383,125,100,2554,
41584,125,97,2540,
41785,134,98,2541,
41986,112,101,2533,
42194,101,93,2547,
42394,119,101,2543,
42595,112,97,2549,
42796,124,115,2529,
43004,102,97,2551,
43204,111,95,2542,
43405,134,101,2540,
43606,124,116,2535,
43807,123,98,2525,
44015,113,105,2538,
44215,127,100,2525,
44416,111,101,2534,
44617,112,98,2527,
44818,105,107,2536,
45025,106,95,2524,
45226,93,98,2533,
45426,104,101,2524,
45628,102,101,2535,
45828,113,99,2521,
46036,105,97,2514,
46237,102,99,2505,
46437,99,95,2520,
46639,108,104,2510,
46839,106,99,2520,
47047,93,98,2505,
47247,102,95,2532,
47448,103,99,2538,
47649,105,97,2530,
47850,109,102,2515,
48057,103,97,2516,
48258,104,99,2532,
48459,116,95,2499,
48660,102,93,2522,
48860,110,96,2525,
49068,118,99,2509,
49269,121,98,2504,
49470,127,103,2505,
49671,116,103,2511,
49871,105,97,2493,
50079,105,98,2520,
50280,110,103,2519,
50480,125,109,2510,
50681,108,97,2491,
50882,108,99,2495,
51089,90,100,2537,
51290,111,99,2515,
51490,83,103,2489,
51692,101,93,2515,
51892,101,93,2507,
52234,123,99,2504,
52435,119,100,2504,
52637,118,100,2489,
52837,103,94,2492,
53045,109,99,2493,
53246,107,97,2496,
53446,92,75,2504,
53647,107,100,2491,
53848,108,101,2489,
54056,101,94,2503,
54257,92,95,2507,
54458,111,96,2488,
54659,90,72,2461,
54860,109,100,2484,
55068,99,93,2487,
55268,100,99,2492,
55469,121,94,2479,
55670,103,93,2479,
55871,139,95,2475,
56079,99,93,2511,
56280,101,94,2494,
56481,116,101,2479,
56682,108,102,2475,
56882,89,92,2494,
57090,106,105,2491,
57291,104,103,2486,
57492,90,94,2479,
57693,108,95,2472,
57894,99,100,2474,
58102,132,103,2475,
58302,153,139,2487,
58503,118,100,2475,
58705,104,99,2490,
58905,115,96,2482,
59113,122,101,2463,
59314,93,95,2480,
59516,110,97,2474,
