CH1,CH2,CH3
111.0,88.0,79.0
106.0,87.0,79.0
89.0,88.0,77.0
107.0,89.0,77.0
116.0,89.0,79.0
111.0,89.0,80.0
104.0,92.0,77.0
106.0,92.0,81.0
110.0,89.0,85.0
108.0,89.0,79.0
108.0,87.0,78.0
105.0,87.0,84.0
117.0,91.0,86.0
109.0,87.0,83.0
118.0,87.0,78.0
107.0,87.0,79.0
109.0,88.0,77.0
106.0,88.0,79.0
116.0,87.0,81.0
104.0,88.0,76.0
106.0,91.0,83.0
107.0,87.0,84.0
117.0,89.0,78.0
109.0,88.0,81.0
107.0,87.0,82.0
104.0,87.0,78.0
107.0,89.0,83.0
107.0,88.0,78.0
108.0,87.0,81.0
105.0,87.0,79.0
107.0,89.0,85.0
107.0,87.0,83.0
105.0,89.0,80.0
106.0,89.0,79.0
105.0,89.0,79.0
105.0,89.0,82.0
109.0,89.0,79.0
104.0,90.0,83.0
107.0,88.0,79.0
107.0,91.0,84.0
110.0,89.0,78.0
106.0,89.0,83.0
107.0,89.0,78.0
107.0,90.0,79.0
110.0,92.0,78.0
104.0,89.0,78.0
106.0,85.0,78.0
105.0,88.0,79.0
109.0,87.0,77.0
104.0,88.0,81.0
110.0,92.0,77.0
107.0,86.0,83.0
106.0,89.0,77.0
105.0,85.0,81.0
117.0,90.0,77.0
111.0,87.0,77.0
105.0,88.0,79.0
111.0,88.0,77.0
106.0,90.0,84.0
106.0,85.0,76.0
