CH1,CH2,CH3
109.0,91.0,78.0
105.0,89.0,85.0
107.0,99.0,75.0
107.0,88.0,53.0
105.0,89.0,77.0
105.0,89.0,82.0
104.0,90.0,83.0
116.0,89.0,78.0
106.0,89.0,79.0
106.0,92.0,83.0
107.0,89.0,84.0
110.0,91.0,83.0
109.0,88.0,84.0
107.0,87.0,79.0
108.0,87.0,78.0
107.0,89.0,78.0
105.0,87.0,83.0
107.0,91.0,78.0
112.0,88.0,81.0
112.0,88.0,79.0
108.0,87.0,86.0
105.0,87.0,82.0
107.0,84.0,77.0
107.0,87.0,79.0
107.0,86.0,84.0
109.0,89.0,79.0
107.0,86.0,77.0
106.0,86.0,78.0
115.0,93.0,76.0
107.0,93.0,84.0
104.0,89.0,82.0
109.0,87.0,82.0
111.0,87.0,81.0
107.0,88.0,83.0
117.0,86.0,87.0
108.0,88.0,77.0
107.0,87.0,82.0
107.0,85.0,77.0
115.0,85.0,79.0
109.0,89.0,75.0
105.0,88.0,82.0
107.0,88.0,77.0
106.0,87.0,77.0
